name,name,a,b,c
112,105,0.9553397874549477,0.9549764510189808,0.9539056063595414
113,103,,,0.9502952238159438
114,104,,,0.9483575094694615
115,106,,0.9537341119825086,
116,108,0.953841964502546,0.9557500405107135,0.9538066838805546
117,107,,0.9521454684348409,
118,109,0.9494899172116305,,
119,300,0.9538420370792654,0.9557501203076592,0.9538067509585136
120,110,0.9474206697865922,,
121,111,0.9466265011349329,,
122,112,0.9467312619000903,,
123,113,0.9445613191242651,,
124,114,0.9441137632899455,,
125,135,0.9826987142330486,1.0052215277771632,0.9861790349125383
126,152,0.9860163226576362,1.003516607146585,0.9888781913130461
127,160r,0.9584827558222128,0.9556142810266646,0.9567061689360519
128,160,0.9768026854206155,0.9993385750998997,0.9812407134816642
129,61s,0.9775601701008876,0.9996399877326689,0.9819110978035019
130,610,0.9775601568060696,0.9996399741375652,0.9819110844495111
