# output/output_current.csv run at 2001-08-01 12:00:00 PDT on 1053 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
oh_line_82_226,2.781102,-1.713800,-2.999242,-1.625584,0.092131,3.314801
oh_line_84_202,5.701260,-3.513316,-5.998507,-3.251156,0.184283,6.629615
oh_line_204_203,0.417037,-0.256278,-0.449046,-0.244188,0.035100,1.324672
oh_line_204_61,1.390123,-0.854260,-1.496820,-0.813958,0.043871,1.655818
oh_line_205_62,0.000000,0.000000,-0.449972,-0.243697,0.000000,0.000000
oh_line_206_204,1.807160,-1.110538,-1.945866,-1.058146,0.078971,2.980490
oh_line_206_63,1.390103,-0.854248,-1.496797,-0.813939,0.043870,1.655778
oh_line_207_64,0.695138,-0.428606,-0.749928,-0.406169,0.023264,0.828665
oh_line_209_102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_92_206,3.197263,-1.964786,-3.442664,-1.872085,0.122841,4.636268
oh_line_214_65,1.390170,-0.855780,-1.498348,-0.813097,0.045247,1.656556
oh_line_216_66,0.417042,-0.256595,-0.449362,-0.244001,0.013451,0.496892
oh_line_95_67,0.000000,0.000000,-0.449172,-0.244102,0.000000,0.000000
oh_line_203_60,0.000000,0.000000,0.000000,0.000000,0.021939,0.827923
oh_line_259_163,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
oh_line_91_224,0.420166,-0.252243,-0.448000,-0.242096,0.017166,0.502188
oh_line_196_198,5.054901,-3.110559,-5.448981,-2.949739,0.196434,6.856412
oh_line_200_196,5.054901,-3.110559,-7.042619,-3.740252,0.196434,6.856412
oh_line_83_165,4.634735,-2.858316,-5.000981,-2.707642,0.179268,6.354224
oh_line_205_200,5.471991,-3.367747,-7.042619,-3.740252,0.196434,6.856412
oh_line_207_205,5.471991,-3.367747,-7.492591,-3.983949,0.196434,6.856412
oh_line_85_207,6.167129,-3.796353,-8.242519,-4.390118,0.219698,7.685076
oh_line_93_209,6.167129,-3.796353,-8.242519,-4.390118,0.219698,7.685076
oh_line_184_185,80.083141,-49.336117,-85.411799,-46.213768,2.576479,92.311562
oh_line_185_101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_249_184,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
oh_line_186_187,80.083141,-49.336117,-85.411799,-46.213768,2.576479,92.311562
oh_line_187_188,79.666401,-49.082704,-85.411799,-46.213768,2.576479,92.311562
oh_line_260_218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_191_193,75.775365,-46.706739,-82.429385,-44.580203,2.498355,89.005876
oh_line_193_195,75.358429,-46.451635,-82.429385,-44.580203,2.498355,89.005876
oh_line_256_197,74.663498,-46.025979,-81.682515,-44.172492,2.477722,88.178813
oh_line_197_199,74.107540,-45.685269,-81.084830,-43.846419,2.477722,88.178813
oh_line_199_210,73.551553,-45.344166,-80.486736,-43.520551,2.477722,88.178813
oh_line_86_97,1.807246,-1.112657,-1.948007,-1.056968,0.068005,2.484946
oh_line_213_211,57.840664,-35.670444,-64.001726,-34.576255,1.961035,69.291576
oh_line_215_213,66.739833,-41.154347,-72.699183,-39.290298,2.228179,78.904152
oh_line_214_215,68.547079,-42.267005,-74.647190,-40.347265,2.296184,81.389098
oh_line_216_214,69.937249,-43.122785,-76.145538,-41.160362,2.341430,83.045654
oh_line_210_217,70.354291,-43.379380,-77.044072,-41.648466,2.354881,83.542545
oh_line_211_219,51.673534,-31.874090,-55.759207,-30.186137,1.741337,61.606500
oh_line_74_98,19.226821,-11.859091,-20.746337,-11.232134,0.647272,22.922357
oh_line_219_220,32.446713,-20.015000,-35.012870,-18.954003,1.094065,38.684143
oh_line_77_99,18.541612,-11.437440,-20.007980,-10.831315,0.625118,22.105962
oh_line_75_100,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
oh_line_254_222,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
oh_line_251_189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_217_216,70.354291,-43.379380,-76.594900,-41.404363,2.354881,83.542545
oh_line_252_212,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
oh_line_89_192,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
oh_line_253_181,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
oh_line_181_182,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
oh_line_250_186,80.083141,-49.336117,-85.411799,-46.213768,2.576479,92.311562
oh_line_178_3,9.261599,-5.712753,-9.993777,-5.410448,0.311983,11.041867
oh_line_179_2,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
oh_line_231_4,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
oh_line_236_5,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_240_6,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_7_242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_73_7,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
oh_line_244_8,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
oh_line_80_9,0.000000,0.000000,-0.729416,-0.409999,0.000000,0.000000
oh_line_9_180,0.000000,0.000000,-0.729416,-0.409999,0.000000,0.000000
oh_line_183_51,0.000000,0.000000,0.000000,0.000000,0.023382,0.828811
oh_line_135_68,0.414817,-0.250857,-0.442606,-0.245186,0.009410,0.492233
oh_line_130_69,1.384871,-0.838145,-1.478370,-0.818230,0.032029,1.643570
oh_line_129_70,0.693739,-0.420264,0.000000,0.000000,0.000000,0.000000
oh_line_226_45,2.781102,-1.713800,-2.999242,-1.625584,0.092131,3.314801
oh_line_78_48,9.261599,-5.712753,-9.993777,-5.410448,0.311983,11.041867
oh_line_106_108,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
oh_line_108_107,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
oh_line_107_10,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
oh_line_233_162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_243_168,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_168_169,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_169_158,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_158_170,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_170_171,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_241_159,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
oh_line_159_164,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
oh_line_171_173,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_175_172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_173_176,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_239_160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_237_177,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_160_167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_128_11,0.694320,-0.420794,0.000000,0.000000,0.000000,0.000000
oh_line_167_208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_153_152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_212_154,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
oh_line_155_161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_112_14,0.688529,-0.410949,-0.729375,-0.409982,0.010814,0.814589
oh_line_113_13,0.688591,-0.411012,-0.729490,-0.410021,0.010843,0.814703
oh_line_114_15,0.688524,-0.410946,0.000000,0.000000,0.000000,0.000000
oh_line_116_16,1.377187,-0.822027,-1.458985,-0.820044,0.021688,1.629412
oh_line_117_116,1.377187,-0.822027,-1.458985,-0.820044,0.021688,1.629412
oh_line_118_119,0.000000,0.000000,0.000000,0.000000,0.006516,0.488876
oh_line_119_42,0.000000,0.000000,0.000000,0.000000,0.006516,0.488876
oh_line_122_17,0.000000,0.000000,0.000000,0.000000,0.006511,0.488849
oh_line_120_18,0.688628,-0.411053,-0.729539,-0.410040,0.010859,0.814793
oh_line_125_19,0.000000,0.000000,-0.729478,-0.410017,0.000000,0.000000
oh_line_122_20,1.377237,-0.822076,-1.459048,-0.820072,0.021702,1.629519
oh_line_180_21,0.000000,0.000000,-0.729416,-0.409999,0.000000,0.000000
oh_line_192_127,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
oh_line_127_179,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
oh_line_79_22,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
oh_line_131_23,0.000000,0.000000,-0.296738,-0.163978,0.000000,0.000000
oh_line_132_25,0.415191,-0.251198,-0.443132,-0.245350,0.009526,0.492720
oh_line_137_26,0.000000,0.000000,-0.296743,-0.163980,0.000000,0.000000
oh_line_183_43,4.634735,-2.858316,-5.000981,-2.707642,0.155886,5.525413
oh_line_139_27,0.420166,-0.252243,-0.448000,-0.242096,0.017166,0.502188
oh_line_225_44,2.781104,-1.713825,-2.999265,-1.625572,0.092151,3.314814
oh_line_140_28,0.695215,-0.428405,0.000000,0.000000,0.000000,0.000000
oh_line_141_29,0.000000,0.000000,0.000000,0.000000,0.009066,0.331329
oh_line_142_227,5.701260,-3.513316,-5.998507,-3.251156,0.184283,6.629615
oh_line_142_30,1.390472,-0.856844,-1.499526,-0.812749,0.046056,1.657304
oh_line_143_31,0.417056,-0.256768,-0.449540,-0.243915,0.013602,0.496990
oh_line_144_32,0.695147,-0.428344,-0.749650,-0.406339,0.023005,0.828545
oh_line_145_46,1.390190,-0.855890,-1.498467,-0.813053,0.045337,1.656627
oh_line_146_33,0.417076,-0.256995,-0.449774,-0.243799,0.013800,0.497112
oh_line_147_34,4.635012,-2.858755,-5.001198,-2.707787,0.155930,5.525828
oh_line_147_35,4.634921,-2.858711,-5.001106,-2.707725,0.155936,5.525724
oh_line_150_36,13.906508,-8.578257,-15.006320,-8.123676,0.468846,16.579832
oh_line_149_37,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
oh_line_151_38,0.695290,-0.428871,-0.750256,-0.406173,0.023422,0.828939
oh_line_151_178,9.261599,-5.712753,-9.993777,-5.410448,0.311983,11.041867
oh_line_129_24,6.938251,-4.203078,-7.411078,-4.097430,0.164153,8.235803
oh_line_152_175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_154_156,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
oh_line_218_153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_235_155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_76_110,5.508696,-3.288062,-6.565331,-3.690174,0.088932,6.680740
oh_line_113_111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_114_112,0.688529,-0.410949,-0.729375,-0.409982,0.010814,0.814589
oh_line_110_114,5.508696,-3.288062,-6.565331,-3.690174,0.088932,6.680740
oh_line_114_115,4.131643,-2.466167,-5.835956,-3.280193,0.078118,5.866151
oh_line_117_113,0.688591,-0.411012,-0.729490,-0.410021,0.010843,0.814703
oh_line_120_118,0.000000,0.000000,0.000000,0.000000,0.006516,0.488876
oh_line_122_121,0.688628,-0.411053,-0.729539,-0.410040,0.017374,1.303668
oh_line_123_122,2.065865,-1.233129,-2.188587,-1.230111,0.045587,3.422036
oh_line_115_124,4.131643,-2.466167,-5.106540,-2.870193,0.078118,5.866151
oh_line_125_123,2.065865,-1.233129,-2.188587,-1.230111,0.045587,3.422036
oh_line_125_117,2.065778,-1.233038,-2.188475,-1.230065,0.032531,2.444115
oh_line_124_125,4.131643,-2.466167,-5.106540,-2.870193,0.078118,5.866151
oh_line_124_157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_157_126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_129_128,82.166546,-50.600538,-87.491156,-47.360882,2.611265,93.961400
oh_line_128_131,0.000000,0.000000,-0.593481,-0.327958,0.000000,0.000000
oh_line_132_130,91.183407,-56.062025,-96.380605,-52.276542,2.807447,103.840773
oh_line_131_133,0.000000,0.000000,-0.296743,-0.163980,0.000000,0.000000
oh_line_135_132,91.598598,-56.313223,-96.823737,-52.521892,2.816973,104.333493
oh_line_174_134,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_245_135,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_72_174,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_134_136,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
oh_line_138_183,4.634735,-2.858316,-5.000981,-2.707642,0.179268,6.354224
oh_line_224_139,0.420166,-0.252243,-0.448000,-0.242096,0.017166,0.502188
oh_line_165_138,4.634735,-2.858316,-5.000981,-2.707642,0.179268,6.354224
oh_line_141_265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_140_142,7.091732,-4.370160,-7.498033,-4.063905,0.230339,8.286919
oh_line_143_141,0.000000,0.000000,0.000000,0.000000,0.009066,0.331329
oh_line_144_140,7.786947,-4.798565,-7.498033,-4.063905,0.230339,8.286919
oh_line_145_143,0.417056,-0.256768,-0.449540,-0.243915,0.022668,0.828318
oh_line_246_145,1.807246,-1.112657,-1.948007,-1.056968,0.068005,2.484946
oh_line_94_96,8.899169,-5.483904,-8.697457,-4.714043,0.267144,9.612576
oh_line_146_144,8.482094,-5.226909,-8.247683,-4.470244,0.253344,9.115464
oh_line_96_146,8.899169,-5.483904,-8.697457,-4.714043,0.267144,9.612576
oh_line_98_147,19.226821,-11.859091,-20.746337,-11.232134,0.647272,22.922357
oh_line_99_47,18.541612,-11.437440,-20.007980,-10.831315,0.625118,22.105962
oh_line_148_149,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
oh_line_150_247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_47_150,13.906508,-8.578257,-15.006320,-8.123676,0.468846,16.579832
oh_line_100_148,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
oh_line_147_151,9.956888,-6.141624,-10.744033,-5.816621,0.335406,11.870805
oh_line_121_120,0.688628,-0.411053,-0.729539,-0.410040,0.017374,1.303668
oh_line_130_129,89.798536,-55.223879,-94.902235,-51.458312,2.775418,102.197203
oh_line_133_137,0.000000,0.000000,-0.296743,-0.163980,0.000000,0.000000
oh_line_156_223,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
oh_line_161_221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_135_49,0.691359,-0.418094,-0.737675,-0.408642,0.015683,0.820386
switch_105_88,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
switch_88_87,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
switch_196_90,0.000000,0.000000,-1.593638,-0.790513,0.000000,0.000000
switch_201_81,2.781104,-1.713825,-2.999265,-1.625572,0.092151,3.314814
switch_202_82,2.781102,-1.713800,-2.999242,-1.625584,0.092131,3.314801
switch_227_84,5.701260,-3.513316,-5.998507,-3.251156,0.184283,6.629615
switch_217_95,0.000000,0.000000,-0.449172,-0.244102,0.000000,0.000000
switch_198_91,0.420166,-0.252243,-0.448000,-0.242096,0.017166,0.502188
switch_198_83,4.634735,-2.858316,-5.000981,-2.707642,0.179268,6.354224
switch_209_85,6.167129,-3.796353,-8.242519,-4.390118,0.219698,7.685076
switch_211_93,6.167129,-3.796353,-8.242519,-4.390118,0.219698,7.685076
switch_184_89,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
switch_210_92,3.197263,-1.964786,-3.442664,-1.872085,0.122841,4.636268
switch_213_94,8.899169,-5.483904,-8.697457,-4.714043,0.267144,9.612576
switch_215_86,1.807246,-1.112657,-1.948007,-1.056968,0.068005,2.484946
switch_115_80,0.000000,0.000000,-0.729416,-0.409999,0.000000,0.000000
switch_128_73,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
switch_3_78,9.261599,-5.712753,-9.993777,-5.410448,0.311983,11.041867
switch_2_79,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
switch_6_72,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_8_76,5.508696,-3.288062,-6.565331,-3.690174,0.088932,6.680740
switch_186_263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_188_252,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
switch_189_260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_223_261,78.971732,-48.659075,-85.411799,-46.213768,2.576479,92.311562
switch_195_256,74.663498,-46.025979,-81.682515,-44.172492,2.477722,88.178813
switch_189_229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_220_254,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
switch_222_228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_164_249,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
switch_162_262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_208_251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_330_253,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_181_255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_182_259,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_185_250,80.083141,-49.336117,-85.411799,-46.213768,2.576479,92.311562
switch_163_231,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_242_264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_177_240,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_176_236,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_221_230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_232_244,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_118_257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_126_258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_136_245,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_247_266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_97_246,1.807246,-1.112657,-1.948007,-1.056968,0.068005,2.484946
switch_151_248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_4_234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_4_232,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_5_238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_5_235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_5_237,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_6_239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_7_241,81.472226,-50.179744,-86.897675,-47.032925,2.611265,93.961400
switch_8_243,92.704774,-56.982174,-98.004018,-53.175720,2.842067,105.646112
switch_4_233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_219_74,19.226821,-11.859091,-20.746337,-11.232134,0.647272,22.922357
switch_220_77,18.541612,-11.437440,-20.007980,-10.831315,0.625118,22.105962
switch_222_75,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
switch_267_330,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
switch_71_268,0.000000,0.000000,-0.450071,-0.243670,0.000000,0.000000
switch_50_269,0.416740,-0.253413,0.000000,0.000000,0.000000,0.000000
switch_52_270,0.694669,-0.423630,0.000000,0.000000,0.000000,0.000000
switch_12_271,0.000000,0.000000,-0.030005,-0.016245,0.000000,0.000000
switch_39_272,0.000000,0.000000,-0.813528,-0.368148,0.000000,0.000000
switch_40_273,0.416906,-0.254708,0.000000,0.000000,0.000000,0.000000
switch_53_274,0.416936,-0.255103,0.000000,0.000000,0.000000,0.000000
switch_54_275,0.000000,0.000000,-0.300035,-0.162450,0.000000,0.000000
switch_55_276,0.694931,-0.425657,-0.746870,-0.407712,0.020634,0.827063
switch_56_277,0.555958,-0.340709,-0.597686,-0.326073,0.000000,0.000000
switch_57_278,0.417090,-0.257188,0.000000,0.000000,0.000000,0.000000
switch_58_279,0.555987,-0.341104,-0.598094,-0.325868,0.000000,0.000000
switch_41_280,0.139054,-0.085690,0.000000,0.000000,0.000000,0.000000
switch_59_281,0.417037,-0.256278,-0.449046,-0.244188,0.013162,0.496749
switch_61_282,1.390123,-0.854260,-1.496820,-0.813958,0.043871,1.655818
switch_62_283,0.000000,0.000000,-0.449972,-0.243697,0.000000,0.000000
switch_63_284,1.390103,-0.854248,-1.496797,-0.813939,0.043870,1.655778
switch_64_285,0.695138,-0.428606,-0.749928,-0.406169,0.023264,0.828665
switch_65_286,1.390170,-0.855780,-1.498348,-0.813097,0.045247,1.656556
switch_66_287,0.417042,-0.256595,-0.449362,-0.244001,0.013451,0.496892
switch_67_288,0.000000,0.000000,-0.449172,-0.244102,0.000000,0.000000
switch_60_289,0.000000,0.000000,0.000000,0.000000,0.021939,0.827923
switch_51_290,0.000000,0.000000,0.000000,0.000000,0.023382,0.828811
switch_68_291,0.414817,-0.250857,-0.442606,-0.245186,0.009410,0.492233
switch_69_292,1.384871,-0.838145,-1.478370,-0.818230,0.032029,1.643570
switch_70_293,0.693739,-0.420264,0.000000,0.000000,0.000000,0.000000
switch_45_294,2.781102,-1.713800,-2.999242,-1.625584,0.092131,3.314801
switch_48_295,9.261599,-5.712753,-9.993777,-5.410448,0.311983,11.041867
switch_10_296,2.779461,-1.697628,-2.982414,-1.633565,0.078124,3.305686
switch_11_297,0.694320,-0.420794,0.000000,0.000000,0.000000,0.000000
switch_14_298,0.688529,-0.410949,-0.729375,-0.409982,0.010814,0.814589
switch_13_299,0.688591,-0.411012,-0.729490,-0.410021,0.010843,0.814703
switch_15_300,0.688524,-0.410946,0.000000,0.000000,0.000000,0.000000
switch_16_301,1.377187,-0.822027,-1.458985,-0.820044,0.021688,1.629412
switch_42_302,0.000000,0.000000,0.000000,0.000000,0.006516,0.488876
switch_17_303,0.000000,0.000000,0.000000,0.000000,0.006511,0.488849
switch_18_304,0.688628,-0.411053,-0.729539,-0.410040,0.010859,0.814793
switch_19_305,0.000000,0.000000,-0.729478,-0.410017,0.000000,0.000000
switch_20_306,1.377237,-0.822076,-1.459048,-0.820072,0.021702,1.629519
switch_21_307,0.000000,0.000000,-0.729416,-0.409999,0.000000,0.000000
switch_22_308,1.389085,-0.843627,-1.485877,-0.819157,0.034786,1.649838
switch_23_309,0.000000,0.000000,-0.296738,-0.163978,0.000000,0.000000
switch_25_310,0.415191,-0.251198,-0.443132,-0.245350,0.009526,0.492720
switch_26_311,0.000000,0.000000,-0.296743,-0.163980,0.000000,0.000000
switch_43_312,4.634735,-2.858316,-5.000981,-2.707642,0.155886,5.525413
switch_27_313,0.420166,-0.252243,-0.448000,-0.242096,0.017166,0.502188
switch_44_314,2.781104,-1.713825,-2.999265,-1.625572,0.092151,3.314814
switch_28_315,0.695215,-0.428405,0.000000,0.000000,0.000000,0.000000
switch_29_316,0.000000,0.000000,0.000000,0.000000,0.009066,0.331329
switch_30_317,1.390472,-0.856844,-1.499526,-0.812749,0.046056,1.657304
switch_31_318,0.417056,-0.256768,-0.449540,-0.243915,0.013602,0.496990
switch_32_319,0.695147,-0.428344,-0.749650,-0.406339,0.023005,0.828545
switch_46_320,1.390190,-0.855890,-1.498467,-0.813053,0.045337,1.656627
switch_33_321,0.417076,-0.256995,-0.449774,-0.243799,0.013800,0.497112
switch_34_322,4.635012,-2.858755,-5.001198,-2.707787,0.155930,5.525828
switch_35_323,4.634921,-2.858711,-5.001106,-2.707725,0.155936,5.525724
switch_36_324,13.906508,-8.578257,-15.006320,-8.123676,0.468846,16.579832
switch_37_325,13.905101,-8.577560,-15.004890,-8.122687,0.468947,16.578181
switch_38_326,0.695290,-0.428871,-0.750256,-0.406173,0.023422,0.828939
switch_24_327,6.938251,-4.203078,-7.411078,-4.097430,0.164153,8.235803
switch_47_328,4.635104,-2.859183,-5.001660,-2.707640,0.156271,5.526130
switch_49_329,0.691359,-0.418094,-0.737675,-0.408642,0.015683,0.820386
switch_1_267,98.213470,-60.270236,-104.569349,-56.865894,2.930998,112.326852
