# file...... output/sub_power.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# group..... class=meter and groupid=0
# trigger... (none)
# interval.. 1
# limit..... 0
# property.. timestamp,sum(measured_power.real)
2001-08-01 12:01:46 PDT,+2197123.43678
2001-08-01 12:01:47 PDT,+2197123.43678
2001-08-01 12:01:48 PDT,+2197123.43678
2001-08-01 12:01:49 PDT,+2197123.43678
2001-08-01 12:01:50 PDT,+2197123.43678
2001-08-01 12:01:51 PDT,+2197123.43678
2001-08-01 12:01:52 PDT,+2197123.43678
2001-08-01 12:01:53 PDT,+2197123.43678
2001-08-01 12:01:54 PDT,+2197123.43678
2001-08-01 12:01:55 PDT,+2197123.43678
2001-08-01 12:01:56 PDT,+2197123.43678
2001-08-01 12:01:57 PDT,+2197123.43678
2001-08-01 12:01:58 PDT,+2197123.43678
