# file...... output/s_in.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 659
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power.real,measured_power.imag,measured_power_A.real,measured_power_A.imag,measured_power_B.real,measured_power_B.imag,measured_power_C.real,measured_power_C.imag
2001-08-01 12:00:29 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:30 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:31 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:32 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:33 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:34 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:35 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:36 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:37 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:38 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:39 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:40 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:41 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:42 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:43 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:44 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:45 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:46 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:47 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:48 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:49 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:50 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:51 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:52 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:53 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:54 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:55 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:56 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:57 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:58 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:00:59 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:00 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:01 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:02 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:03 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:04 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:05 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:06 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:07 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:08 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:09 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:10 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:11 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:12 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:13 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:14 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:15 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:16 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:17 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:18 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:19 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:20 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:21 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:22 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:23 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:24 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:25 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:26 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:27 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:28 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:29 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:30 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:31 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:32 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:33 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:34 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:35 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:36 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:37 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:38 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:39 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:40 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:41 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:42 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:43 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:44 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:45 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:46 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:47 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:48 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:49 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:50 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:51 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:52 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:53 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:54 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:55 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:56 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:57 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
2001-08-01 12:01:58 PDT,+2197123.43678,+36303.2669692,+730029.157928,+11776.9008741,+754709.946394,+13003.3623467,+712384.332458,+11523.0037484
