104	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
105	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
106	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
107	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
108	0.0	0.0	80.0	40.0	0.0	0.0	0	0	0	0	0	0
109	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
110	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
111	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
112	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
113	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
114	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
115	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
116	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
117	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
118	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
119	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
120	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
121	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
122	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
123	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
124	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
125	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
