id,Pa,Qa,Pb,Qb,Pc,Qc,CapA,CapB,CapC,PgA,PgB,PgC,name,bus_type,Vln,v_ln_base,s_base
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_72,PQ,7199.557856794634,7199.557856794634,1000000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_174,PQ,7199.557856794634,7199.557856794634,1000000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_134,PQ,7199.557856794634,7199.557856794634,1000000.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_136,PQ,7199.557856794634,7199.557856794634,1000000.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_245,PQ,7199.557856794634,7199.557856794634,1000000.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_135,PQ,7199.557856794634,7199.557856794634,1000000.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_49,PQ,7199.557856794634,7199.557856794634,1000000.0
28,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0102603761999999,0.0107253717,0.0104320447,node_329,PQ,7199.557856794634,7199.557856794634,1000000.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_68,PQ,7199.557856794634,7199.557856794634,1000000.0
30,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0061562257,0.0064352229999999,0.0062592268,node_291,PQ,7199.557856794634,7199.557856794634,1000000.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_132,PQ,7199.557856794634,7199.557856794634,1000000.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_25,PQ,7199.557856794634,7199.557856794634,1000000.0
33,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0061562257,0.0064352229999999,0.0062592268,node_310,PQ,7199.557856794634,7199.557856794634,1000000.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_130,PQ,7199.557856794634,7199.557856794634,1000000.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_69,PQ,7199.557856794634,7199.557856794634,1000000.0
36,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0205207523,0.0214507435,0.0208640894,node_292,PQ,7199.557856794634,7199.557856794634,1000000.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_129,PQ,7199.557856794634,7199.557856794634,1000000.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_24,PQ,7199.557856794634,7199.557856794634,1000000.0
39,0.102603762,0.030612538,0.107253717,0.031782272,0.104320447,0.031037766,0.0,0.0,0.0,0.102603762,0.107253717,0.104320447,node_327,PQ,7199.557856794634,7199.557856794634,1000000.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_70,PQ,7199.557856794634,7199.557856794634,1000000.0
41,0.0102603761999999,0.0030612537999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102603761999999,0.0,0.0,node_293,PQ,7199.557856794634,7199.557856794634,1000000.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_128,PQ,7199.557856794634,7199.557856794634,1000000.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_11,PQ,7199.557856794634,7199.557856794634,1000000.0
44,0.0102603761999999,0.0030612537999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102603761999999,0.0,0.0,node_297,PQ,7199.557856794634,7199.557856794634,1000000.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_73,PQ,7199.557856794634,7199.557856794634,1000000.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_7,PQ,7199.557856794634,7199.557856794634,1000000.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_241,PQ,7199.557856794634,7199.557856794634,1000000.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_159,PQ,7199.557856794634,7199.557856794634,1000000.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_164,PQ,7199.557856794634,7199.557856794634,1000000.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_249,PQ,7199.557856794634,7199.557856794634,1000000.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_184,PQ,7199.557856794634,7199.557856794634,1000000.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_89,PQ,7199.557856794634,7199.557856794634,1000000.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_192,PQ,7199.557856794634,7199.557856794634,1000000.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_127,PQ,7199.557856794634,7199.557856794634,1000000.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_179,PQ,7199.557856794634,7199.557856794634,1000000.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_2,PQ,7199.557856794634,7199.557856794634,1000000.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_79,PQ,7199.557856794634,7199.557856794634,1000000.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_22,PQ,7199.557856794634,7199.557856794634,1000000.0
59,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0205207523,0.0214507435,0.0208640894,node_308,PQ,7199.557856794634,7199.557856794634,1000000.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_185,PQ,7199.557856794634,7199.557856794634,1000000.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_101,PQ,7199.557856794634,7199.557856794634,1000000.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_250,PQ,7199.557856794634,7199.557856794634,1000000.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_186,PQ,7199.557856794634,7199.557856794634,1000000.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_187,PQ,7199.557856794634,7199.557856794634,1000000.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_50,PQ,7199.557856794634,7199.557856794634,1000000.0
66,0.0061562257,0.0018367523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061562257,0.0,0.0,node_269,PQ,7199.557856794634,7199.557856794634,1000000.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_188,PQ,7199.557856794634,7199.557856794634,1000000.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_52,PQ,7199.557856794634,7199.557856794634,1000000.0
69,0.0102603761999999,0.0030612537999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102603761999999,0.0,0.0,node_270,PQ,7199.557856794634,7199.557856794634,1000000.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_263,PQ,7199.557856794634,7199.557856794634,1000000.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_242,PQ,7199.557856794634,7199.557856794634,1000000.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_264,PQ,7199.557856794634,7199.557856794634,1000000.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_131,PQ,7199.557856794634,7199.557856794634,1000000.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_23,PQ,7199.557856794634,7199.557856794634,1000000.0
75,0.0,0.0,0.0042901486999999,0.0012712908999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0042901486999999,0.0,node_309,PQ,7199.557856794634,7199.557856794634,1000000.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_133,PQ,7199.557856794634,7199.557856794634,1000000.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_137,PQ,7199.557856794634,7199.557856794634,1000000.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_26,PQ,7199.557856794634,7199.557856794634,1000000.0
79,0.0,0.0,0.0042901486999999,0.0012712908999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0042901486999999,0.0,node_311,PQ,7199.557856794634,7199.557856794634,1000000.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_239,PQ,7199.557856794634,7199.557856794634,1000000.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_160,PQ,7199.557856794634,7199.557856794634,1000000.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_167,PQ,7199.557856794634,7199.557856794634,1000000.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_208,PQ,7199.557856794634,7199.557856794634,1000000.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_251,PQ,7199.557856794634,7199.557856794634,1000000.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_189,PQ,7199.557856794634,7199.557856794634,1000000.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_229,PQ,7199.557856794634,7199.557856794634,1000000.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_260,PQ,7199.557856794634,7199.557856794634,1000000.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_218,PQ,7199.557856794634,7199.557856794634,1000000.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_153,PQ,7199.557856794634,7199.557856794634,1000000.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_152,PQ,7199.557856794634,7199.557856794634,1000000.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_175,PQ,7199.557856794634,7199.557856794634,1000000.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_172,PQ,7199.557856794634,7199.557856794634,1000000.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_238,PQ,7199.557856794634,7199.557856794634,1000000.0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
