name,name,a,b,c
76,72,0.9567751112999507,0.9551175702133817,0.9573033814699367
77,97,0.9569652508549134,0.956570579703696,0.9580371945411843
78,69,0.9536104952046152,,
79,70,0.952262888735046,,
80,71,0.951502563039947,,
81,73,,,0.9550262677724289
82,76,0.9560884236855736,0.9542972244108534,0.9573928553948141
83,74,,,0.953092785317087
84,75,,,0.951987417806363
85,77,0.9555035488733762,0.9535589655604019,0.9566695840967884
86,86,0.955606651477549,0.953935887626579,0.959132457316759
87,78,0.9553725085743947,0.9535113482756782,0.9564220817969745
88,79,0.9550641141760524,0.9536457583912896,0.9563765157521501
89,80,0.9554013721645055,0.953001386366895,0.9553429908954406
90,81,0.9554386071063327,0.9530532535371596,0.9548287363974765
91,82,0.9551947376616127,0.9531837167452214,0.9546076268214774
92,84,,,0.9520278058381831
93,83,0.9552934882335757,0.9531649123051302,0.9544372151361219
94,85,,,0.9507134109174117
95,87,0.9548356418141913,0.9534853049029959,0.9595441218080726
96,88,0.9543532490033603,,
97,89,0.954782591636218,0.9534224552651961,0.9596681322250247
98,90,,0.9527321645639598,
99,91,0.9547725819817674,0.9536794773527069,0.9596196182802502
100,92,,,0.958796516035415
101,93,0.954573316551583,0.9537006981573598,0.9597151828220266
102,94,0.9538148310391878,,
103,95,0.9545288772329728,0.953289725439715,0.9599150190992047
104,96,,0.9530136996706006,
105,98,0.9568913198657345,0.9562306549653989,0.958480104612301
106,99,0.957494580266047,0.9552228966827768,0.9594415739536631
107,100,0.9578255385207651,0.9550765417488057,0.9594740261425785
108,450,0.9578255852114277,0.9550765927280291,0.9594740693766556
109,197,0.9569497959614037,0.9565665444153434,0.9580213733372197
110,101,0.9567347468057109,0.9567879078517396,0.9573518624781218
111,102,,,0.9557996265900133
112,105,0.9558507117538173,0.9567540425233887,0.9576021831337127
113,103,,,0.9540051309721265
114,104,,,0.9520708286430255
115,106,,0.9555139656520427,
116,108,0.9543729447279784,0.9575266592278896,0.9574920173230689
117,107,,0.9539282105455759,
118,109,0.950019618918593,,
119,300,0.9543730173114711,0.9575267392014433,0.9574920846870174
120,110,0.9479491028074617,,
121,111,0.947154447279795,,
122,112,0.9472592722327722,,
123,113,0.9450879990010423,,
124,114,0.9446401687557108,,
125,135,0.9830598442581633,1.0058143527964372,0.985375986676126
126,152,0.9863158000421611,1.004119593243999,0.9880223760898805
127,160r,0.9591516064894885,0.9570970090652805,0.9605623253584871
128,160,0.9774841725679135,1.0008887757013798,0.978921224905189
129,61s,0.9782366320439637,1.0011981252840867,0.9795951744270951
130,610,0.9782366187399455,1.0011981116677926,0.9795951611046009
