fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
28,30,0.0042128703945543,0.0014265612287352,0.0014085036274385,0.0041668231656226,0.001385931447046,0.0041316105928138,0.0094640607534555,0.003824629034821,0.0045297836928508,0.0096166486643051,0.0034752117681559,0.0097331210865269,line,l24,,1000000.0,2401.777119828844,5.768533333333334,abc
30,31,1.0001856046597637e-07,0.0,0.0,1.0001856046597637e-07,0.0,1.0001856046597637e-07,0.0001000185604659,0.0,0.0,0.0001000185604659,0.0,0.0001000185604659,transformer,reg3areg3c,,1000000.0,2401.777119828844,5.768533333333334,ac
31,32,0.0052584134817631,0.0,0.0017639127507858,0.0,0.0,0.0053032294835197,0.0123876086555796,0.0,0.0044229967958348,0.0,0.0,0.0122393710272975,line,l25,,1000000.0,2401.777119828844,5.768533333333334,ac
32,33,0.0041316105928138,0.0,0.001385931447046,0.0,0.0,0.0041668231656226,0.0097331210865269,0.0,0.0034752117681559,0.0,0.0,0.0096166486643051,line,l27,,1000000.0,2401.777119828844,5.768533333333334,ac
33,34,0.0218203145802514,0.0,0.0,0.0,0.0,0.0,0.0221207296770987,0.0,0.0,0.0,0.0,0.0,line,l29,,1000000.0,2401.777119828844,5.768533333333334,a
32,35,0.0,0.0,0.0,0.0,0.0,0.0098191415611131,0.0,0.0,0.0,0.0,0.0,0.0099543283546944,line,l28,,1000000.0,2401.777119828844,5.768533333333334,c
35,36,0.0,0.0,0.0,0.0,0.0,0.0130921887481508,0.0,0.0,0.0,0.0,0.0,0.0132724378062592,line,l33,,1000000.0,2401.777119828844,5.768533333333334,c
30,37,0.003063905741494,0.0010374990754437,0.0010243662745007,0.0030304168477255,0.0010079501433062,0.0030048077038646,0.0068829532752403,0.0027815483889607,0.0032943881402551,0.0069939263013128,0.002527426740477,0.0070786335174741,line,l26,,1000000.0,2401.777119828844,5.768533333333334,abc
37,38,0.0045958586122411,0.0015562486131656,0.0015365494117511,0.0045456252715883,0.0015119252149593,0.0045072115557969,0.0103244299128605,0.0041723225834411,0.0049415822103827,0.0104908894519693,0.0037911401107156,0.0106179502762111,line,l30,,1000000.0,2401.777119828844,5.768533333333334,abc
38,39,0.0053618350476146,0.0018156233820266,0.0017926409803762,0.0053032294835197,0.0017639127507858,0.0052584134817631,0.0120451682316706,0.0048677096806813,0.0057651792454465,0.0122393710272975,0.0044229967958348,0.0123876086555796,line,l31,,1000000.0,2401.777119828844,5.768533333333334,abc
39,40,0.003063905741494,0.0010374990754437,0.0010243662745007,0.0030304168477255,0.0010079501433062,0.0030048077038646,0.0068829532752403,0.0027815483889607,0.0032943881402551,0.0069939263013128,0.002527426740477,0.0070786335174741,line,l32,,1000000.0,2401.777119828844,5.768533333333334,abc
23,42,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,switch, ,CLOSED,1000000.0,2401.777119828844,5.768533333333334,abc
18,41,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,switch, ,CLOSED,1000000.0,2401.777119828844,5.768533333333334,abc
