# output/output_current.csv run at 2001-08-01 12:00:00 PDT on 991 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
oh_line_89_192,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
oh_line_253_181,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
oh_line_181_182,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
oh_line_250_186,78.763196,-24.855133,-62.911404,-57.629637,-17.574806,79.202380
oh_line_178_3,9.108653,-2.879798,-7.363041,-6.744605,-2.098535,9.473522
oh_line_179_2,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
oh_line_231_4,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
oh_line_236_5,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_240_6,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_7_242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_73_7,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
oh_line_244_8,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
oh_line_80_9,0.000000,0.000000,-0.536903,-0.509248,0.000000,0.000000
oh_line_9_180,0.000000,0.000000,-0.536903,-0.509248,0.000000,0.000000
oh_line_183_51,0.000000,0.000000,0.000000,0.000000,-0.157578,0.711106
oh_line_135_68,0.408506,-0.124814,-0.325929,-0.304931,-0.098057,0.422830
oh_line_130_69,1.363321,-0.417534,-1.088726,-1.017155,-0.326350,1.411560
oh_line_129_70,0.682650,-0.209673,0.000000,0.000000,0.000000,0.000000
oh_line_226_45,2.735214,-0.863490,-2.209694,-2.026032,-0.631370,2.844091
oh_line_78_48,9.108653,-2.879798,-7.363041,-6.744605,-2.098535,9.473522
oh_line_106_108,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
oh_line_108_107,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
oh_line_107_10,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
oh_line_233_162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_243_168,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_168_169,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_169_158,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_158_170,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_170_171,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_241_159,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
oh_line_159_164,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
oh_line_171_173,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_175_172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_173_176,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_239_160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_237_177,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_160_167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_128_11,0.683091,-0.210076,0.000000,0.000000,0.000000,0.000000
oh_line_167_208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_153_152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_212_154,77.669879,-24.516150,-62.911404,-57.629637,-17.574806,79.202380
oh_line_155_161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_112_14,0.678681,-0.202574,-0.536871,-0.509235,-0.167145,0.700283
oh_line_113_13,0.678729,-0.202622,-0.536959,-0.509265,-0.167122,0.700371
oh_line_114_15,0.678677,-0.202572,0.000000,0.000000,0.000000,0.000000
oh_line_116_16,1.357461,-0.405247,-1.073922,-1.018532,-0.334243,1.400746
oh_line_117_116,1.357461,-0.405247,-1.073922,-1.018532,-0.334243,1.400746
oh_line_118_119,0.000000,0.000000,0.000000,0.000000,-0.100266,0.420264
oh_line_119_42,0.000000,0.000000,0.000000,0.000000,-0.100266,0.420264
oh_line_122_17,0.000000,0.000000,0.000000,0.000000,-0.100269,0.420243
oh_line_120_18,0.678757,-0.202654,-0.536997,-0.509280,-0.167110,0.700440
oh_line_125_19,0.000000,0.000000,-0.536950,-0.509262,0.000000,0.000000
oh_line_122_20,1.357499,-0.405284,-1.073971,-1.018554,-0.334232,1.400828
oh_line_180_21,0.000000,0.000000,-0.536903,-0.509248,0.000000,0.000000
oh_line_192_127,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
oh_line_127_179,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
oh_line_79_22,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
oh_line_131_23,0.000000,0.000000,-0.218555,-0.203682,0.000000,0.000000
oh_line_132_25,0.408791,-0.125074,-0.326329,-0.305056,-0.097968,0.423201
oh_line_137_26,0.000000,0.000000,-0.218559,-0.203684,0.000000,0.000000
oh_line_183_43,4.558359,-1.440647,-3.684513,-3.375457,-1.050518,4.740712
oh_line_139_27,0.413204,-0.127226,-0.329965,-0.301999,-0.093672,0.430244
oh_line_225_44,2.735216,-0.863509,-2.209711,-2.026023,-0.631355,2.844100
oh_line_140_28,0.683758,-0.215839,0.000000,0.000000,0.000000,0.000000
oh_line_141_29,0.000000,0.000000,0.000000,0.000000,-0.063249,0.284295
oh_line_142_227,5.607189,-1.770174,-4.419405,-4.052055,-1.262725,5.688191
oh_line_142_30,1.367547,-0.431702,-1.104775,-1.012984,-0.315692,1.421972
oh_line_143_31,0.410200,-0.129295,-0.331192,-0.303964,-0.094871,0.426439
oh_line_144_32,0.683707,-0.215792,-0.552302,-0.506465,-0.157863,0.710905
oh_line_145_46,1.367336,-0.430982,-1.103974,-1.013214,-0.316237,1.421461
oh_line_146_33,0.410215,-0.129466,-0.331369,-0.303876,-0.094721,0.426532
oh_line_147_34,4.558567,-1.440977,-3.684682,-3.375569,-1.050483,4.741025
oh_line_147_35,4.558499,-1.440944,-3.684612,-3.375523,-1.050478,4.740946
oh_line_150_36,13.676810,-4.324435,-11.056107,-10.126943,-3.150648,14.224850
oh_line_149_37,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
oh_line_151_38,0.683814,-0.216190,-0.552760,-0.506339,-0.157548,0.711203
oh_line_151_178,9.108653,-2.879798,-7.363041,-6.744605,-2.098535,9.473522
oh_line_129_24,6.827157,-2.097067,-5.458271,-5.090541,-1.628689,7.071463
oh_line_152_175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_154_156,77.669879,-24.516150,-62.911404,-57.629637,-17.574806,79.202380
oh_line_218_153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_235_155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_76_110,5.429804,-1.620953,-4.832572,-4.583376,-1.370389,5.743175
oh_line_113_111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_114_112,0.678681,-0.202574,-0.536871,-0.509235,-0.167145,0.700283
oh_line_110_114,5.429804,-1.620953,-4.832572,-4.583376,-1.370389,5.743175
oh_line_114_115,4.072445,-1.215808,-4.295701,-4.074141,-1.203244,5.042892
oh_line_117_113,0.678729,-0.202622,-0.536959,-0.509265,-0.167122,0.700371
oh_line_120_118,0.000000,0.000000,0.000000,0.000000,-0.100266,0.420264
oh_line_122_121,0.678757,-0.202654,-0.536997,-0.509280,-0.267376,1.120704
oh_line_123_122,2.036256,-0.607939,-1.610967,-1.527833,-0.701878,2.941775
oh_line_115_124,4.072445,-1.215808,-3.758799,-3.564893,-1.203244,5.042892
oh_line_125_123,2.036256,-0.607939,-1.610967,-1.527833,-0.701878,2.941775
oh_line_125_117,2.036189,-0.607869,-1.610881,-1.527797,-0.501366,2.101116
oh_line_124_125,4.072445,-1.215808,-3.758799,-3.564893,-1.203244,5.042892
oh_line_124_157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_157_126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_129_128,80.812803,-25.486910,-64.442955,-59.054857,-17.899054,80.618706
oh_line_128_131,0.000000,0.000000,-0.437114,-0.407367,0.000000,0.000000
oh_line_132_130,89.685932,-28.211184,-70.989952,-65.162553,-19.854094,89.101729
oh_line_131_133,0.000000,0.000000,-0.218559,-0.203684,0.000000,0.000000
oh_line_135_132,90.094723,-28.336258,-71.316281,-65.467609,-19.952062,89.524930
oh_line_174_134,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_245_135,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_72_174,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_134_136,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
oh_line_138_183,4.558359,-1.440647,-3.684513,-3.375457,-1.208097,5.451818
oh_line_224_139,0.413204,-0.127226,-0.329965,-0.301999,-0.093672,0.430244
oh_line_165_138,4.558359,-1.440647,-3.684513,-3.375457,-1.208097,5.451818
oh_line_141_265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_140_142,6.974736,-2.201876,-5.524180,-5.065039,-1.578417,7.110163
oh_line_143_141,0.000000,0.000000,0.000000,0.000000,-0.063249,0.284295
oh_line_144_140,7.658494,-2.417715,-5.524180,-5.065039,-1.578417,7.110163
oh_line_145_143,0.410200,-0.129295,-0.331192,-0.303964,-0.158119,0.710735
oh_line_246_145,1.777536,-0.560277,-1.435167,-1.317178,-0.474357,2.132196
oh_line_94_96,8.752415,-2.762973,-6.407851,-5.875380,-1.831002,8.247600
oh_line_146_144,8.342201,-2.633507,-6.076482,-5.571504,-1.736281,7.821068
oh_line_96_146,8.752415,-2.762973,-6.407851,-5.875380,-1.831002,8.247600
oh_line_98_147,18.909532,-5.977908,-15.285095,-14.002036,-4.357044,19.666696
oh_line_99_47,18.235445,-5.765735,-14.741138,-13.502400,-4.200873,18.966103
oh_line_148_149,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
oh_line_150_247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_47_150,13.676810,-4.324435,-11.056107,-10.126943,-3.150648,14.224850
oh_line_100_148,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
oh_line_147_151,9.792467,-3.095988,-7.915801,-7.250944,-2.256083,10.184725
oh_line_121_120,0.678757,-0.202654,-0.536997,-0.509280,-0.267376,1.120704
oh_line_130_129,88.322611,-27.793650,-69.901226,-64.145398,-19.527744,87.690169
oh_line_133_137,0.000000,0.000000,-0.218559,-0.203684,0.000000,0.000000
oh_line_156_223,77.669879,-24.516150,-62.911404,-57.629637,-17.574806,79.202380
oh_line_161_221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_135_49,0.680842,-0.208022,-0.543212,-0.508217,-0.163427,0.704714
switch_105_88,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
switch_88_87,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
switch_196_90,0.000000,0.000000,-1.158430,-1.014208,0.000000,0.000000
switch_201_81,2.735216,-0.863509,-2.209711,-2.026023,-0.631355,2.844100
switch_202_82,2.735214,-0.863490,-2.209694,-2.026032,-0.631370,2.844091
switch_227_84,5.607189,-1.770174,-4.419405,-4.052055,-1.262725,5.688191
switch_217_95,0.000000,0.000000,-0.330914,-0.304106,0.000000,0.000000
switch_198_91,0.413204,-0.127226,-0.329965,-0.301999,-0.093672,0.430244
switch_198_83,4.558359,-1.440647,-3.684513,-3.375457,-1.208097,5.451818
switch_209_85,6.065487,-1.913475,-6.056938,-5.501798,-1.459437,6.593058
switch_211_93,6.065487,-1.913475,-6.056938,-5.501798,-1.459437,6.593058
switch_184_89,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
switch_210_92,3.144746,-0.988417,-2.536260,-2.331958,-0.888574,3.978364
switch_213_94,8.752415,-2.762973,-6.407851,-5.875380,-1.831002,8.247600
switch_215_86,1.777536,-0.560277,-1.435167,-1.317178,-0.474357,2.132196
switch_115_80,0.000000,0.000000,-0.536903,-0.509248,0.000000,0.000000
switch_128_73,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
switch_3_78,9.108653,-2.879798,-7.363041,-6.744605,-2.098535,9.473522
switch_2_79,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
switch_6_72,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_8_76,5.429804,-1.620953,-4.832572,-4.583376,-1.370389,5.743175
switch_186_263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_188_252,77.669879,-24.516150,-62.911404,-57.629637,-17.574806,79.202380
switch_189_260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_223_261,77.669879,-24.516150,-62.911404,-57.629637,-17.574806,79.202380
switch_195_256,73.432136,-23.195351,-60.164246,-55.090038,-16.773150,75.655390
switch_189_229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_220_254,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
switch_222_228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_164_249,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
switch_162_262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_208_251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_330_253,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_181_255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_182_259,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_185_250,78.763196,-24.855133,-62.911404,-57.629637,-17.574806,79.202380
switch_163_231,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_242_264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_177_240,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_176_236,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_221_230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_232_244,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_118_257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_126_258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_136_245,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_247_266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_97_246,1.777536,-0.560277,-1.435167,-1.317178,-0.474357,2.132196
switch_151_248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_4_234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_4_232,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_5_238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_5_235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_5_237,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_6_239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_7_241,80.129712,-25.276834,-64.005841,-58.647490,-17.899054,80.618706
switch_8_243,91.184071,-28.669093,-72.185422,-66.280757,-20.213546,90.652473
switch_4_233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_219_74,18.909532,-5.977908,-15.285095,-14.002036,-4.357044,19.666696
switch_220_77,18.235445,-5.765735,-14.741138,-13.502400,-4.200873,18.966103
switch_222_75,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
switch_267_330,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
switch_71_268,0.000000,0.000000,-0.331592,-0.303777,0.000000,0.000000
switch_50_269,0.409966,-0.126756,0.000000,0.000000,0.000000,0.000000
switch_52_270,0.683351,-0.212227,0.000000,0.000000,0.000000,0.000000
switch_12_271,0.000000,0.000000,-0.022106,-0.020252,0.000000,0.000000
switch_39_272,0.000000,0.000000,-0.583679,-0.487657,0.000000,0.000000
switch_40_273,0.410089,-0.127738,0.000000,0.000000,0.000000,0.000000
switch_53_274,0.410112,-0.128037,0.000000,0.000000,0.000000,0.000000
switch_54_275,0.000000,0.000000,-0.221053,-0.202521,0.000000,0.000000
switch_55_276,0.683547,-0.213761,-0.550199,-0.507507,-0.159662,0.709786
switch_56_277,0.546848,-0.171148,-0.440303,-0.405932,0.000000,0.000000
switch_57_278,0.410225,-0.129612,0.000000,0.000000,0.000000,0.000000
switch_58_279,0.546868,-0.171446,-0.440612,-0.405776,0.000000,0.000000
switch_41_280,0.136760,-0.043175,0.000000,0.000000,0.000000,0.000000
switch_59_281,0.410186,-0.128925,-0.330819,-0.304171,-0.095204,0.426258
switch_61_282,1.367287,-0.429750,-1.102729,-1.013901,-0.317348,1.420850
switch_62_283,0.000000,0.000000,-0.331519,-0.303798,0.000000,0.000000
switch_63_284,1.367272,-0.429741,-1.102712,-1.013887,-0.317349,1.420820
switch_64_285,0.683699,-0.215990,-0.552512,-0.506336,-0.157668,0.710995
switch_65_286,1.367320,-0.430899,-1.103884,-1.013248,-0.316306,1.421407
switch_66_287,0.410189,-0.129165,-0.331058,-0.304029,-0.094985,0.426365
switch_67_288,0.000000,0.000000,-0.330914,-0.304106,0.000000,0.000000
switch_60_289,0.000000,0.000000,0.000000,0.000000,-0.158672,0.710436
switch_51_290,0.000000,0.000000,0.000000,0.000000,-0.157578,0.711106
switch_68_291,0.408506,-0.124814,-0.325929,-0.304931,-0.098057,0.422830
switch_69_292,1.363321,-0.417534,-1.088726,-1.017155,-0.326350,1.411560
switch_70_293,0.682650,-0.209673,0.000000,0.000000,0.000000,0.000000
switch_45_294,2.735214,-0.863490,-2.209694,-2.026032,-0.631370,2.844091
switch_48_295,9.108653,-2.879798,-7.363041,-6.744605,-2.098535,9.473522
switch_10_296,2.733996,-0.851263,-2.196959,-2.032092,-0.641995,2.837203
switch_11_297,0.683091,-0.210076,0.000000,0.000000,0.000000,0.000000
switch_14_298,0.678681,-0.202574,-0.536871,-0.509235,-0.167145,0.700283
switch_13_299,0.678729,-0.202622,-0.536959,-0.509265,-0.167122,0.700371
switch_15_300,0.678677,-0.202572,0.000000,0.000000,0.000000,0.000000
switch_16_301,1.357461,-0.405247,-1.073922,-1.018532,-0.334243,1.400746
switch_42_302,0.000000,0.000000,0.000000,0.000000,-0.100266,0.420264
switch_17_303,0.000000,0.000000,0.000000,0.000000,-0.100269,0.420243
switch_18_304,0.678757,-0.202654,-0.536997,-0.509280,-0.167110,0.700440
switch_19_305,0.000000,0.000000,-0.536950,-0.509262,0.000000,0.000000
switch_20_306,1.357499,-0.405284,-1.073971,-1.018554,-0.334232,1.400828
switch_21_307,0.000000,0.000000,-0.536903,-0.509248,0.000000,0.000000
switch_22_308,1.366516,-0.421701,-1.094436,-1.017854,-0.324248,1.416326
switch_23_309,0.000000,0.000000,-0.218555,-0.203682,0.000000,0.000000
switch_25_310,0.408791,-0.125074,-0.326329,-0.305056,-0.097968,0.423201
switch_26_311,0.000000,0.000000,-0.218559,-0.203684,0.000000,0.000000
switch_43_312,4.558359,-1.440647,-3.684513,-3.375457,-1.050518,4.740712
switch_27_313,0.413204,-0.127226,-0.329965,-0.301999,-0.093672,0.430244
switch_44_314,2.735216,-0.863509,-2.209711,-2.026023,-0.631355,2.844100
switch_28_315,0.683758,-0.215839,0.000000,0.000000,0.000000,0.000000
switch_29_316,0.000000,0.000000,0.000000,0.000000,-0.063249,0.284295
switch_30_317,1.367547,-0.431702,-1.104775,-1.012984,-0.315692,1.421972
switch_31_318,0.410200,-0.129295,-0.331192,-0.303964,-0.094871,0.426439
switch_32_319,0.683707,-0.215792,-0.552302,-0.506465,-0.157863,0.710905
switch_46_320,1.367336,-0.430982,-1.103974,-1.013214,-0.316237,1.421461
switch_33_321,0.410215,-0.129466,-0.331369,-0.303876,-0.094721,0.426532
switch_34_322,4.558567,-1.440977,-3.684682,-3.375569,-1.050483,4.741025
switch_35_323,4.558499,-1.440944,-3.684612,-3.375523,-1.050478,4.740946
switch_36_324,13.676810,-4.324435,-11.056107,-10.126943,-3.150648,14.224850
switch_37_325,13.675748,-4.323907,-11.055026,-10.126197,-3.150573,14.223601
switch_38_326,0.683814,-0.216190,-0.552760,-0.506339,-0.157548,0.711203
switch_24_327,6.827157,-2.097067,-5.458271,-5.090541,-1.628689,7.071463
switch_47_328,4.558636,-1.441300,-3.685031,-3.375458,-1.050225,4.741253
switch_49_329,0.680842,-0.208022,-0.543212,-0.508217,-0.163427,0.704714
switch_1_267,96.613874,-30.290047,-77.017994,-70.864133,-21.583935,96.395648
