fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base
35,36,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_63_284,CLOSED,1000000.0,7199.557856794634,51.83363333333335
34,37,0.0011056006793646,0.0001642366451664,0.0001642366451664,0.0011056006793646,0.0001642366451664,0.0011056006793646,0.0008210577106276,0.0003335566561175,0.0003335566561175,0.0008210577106276,0.0003335566561175,0.0008210577106276,overhead_line,oh_line_206_204,,1000000.0,7199.557856794634,51.83363333333335
37,38,0.000194199136541,2.8848222758020863e-05,2.8848222758020863e-05,0.000194199136541,2.8848222758020863e-05,0.000194199136541,0.0001442190670015,5.858934045047034e-05,5.858934045047034e-05,0.0001442190670015,5.858934045047034e-05,0.0001442190670015,overhead_line,oh_line_204_61,,1000000.0,7199.557856794634,51.83363333333335
38,39,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_61_282,CLOSED,1000000.0,7199.557856794634,51.83363333333335
37,40,0.0008147622230949,0.0001210326808105,0.0001210326808105,0.0008147622230949,0.0001210326808105,0.0008147622230949,0.0006050709067804,0.0002458115011494,0.0002458115011494,0.0006050709067804,0.0002458115011494,0.0006050709067804,overhead_line,oh_line_204_203,,1000000.0,7199.557856794634,51.83363333333335
40,41,0.000198402525323,2.9472634885071397e-05,2.9472634885071397e-05,0.000198402525323,2.9472634885071397e-05,0.000198402525323,0.0001473406504399,5.985749117850763e-05,5.985749117850763e-05,0.0001473406504399,5.985749117850763e-05,0.0001473406504399,overhead_line,oh_line_203_59,,1000000.0,7199.557856794634,51.83363333333335
41,42,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_59_281,CLOSED,1000000.0,7199.557856794634,51.83363333333335
40,43,0.0,0.0,0.0,0.0,0.0,0.0013794797771266,0.0,0.0,0.0,0.0,0.0,0.0014025161608974,overhead_line,oh_line_203_60,,1000000.0,7199.557856794634,51.83363333333335
43,44,0.0,0.0,0.0,0.0,0.0,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,switch,switch_60_289,CLOSED,1000000.0,7199.557856794634,51.83363333333335
32,45,5.287273403094596e-05,2.317708889027768e-05,2.317708889027768e-05,5.287273403094596e-05,2.317708889027768e-05,5.287273403094596e-05,0.0007320097241179,0.0002442446693819,0.0002442446693819,0.0007320097241179,0.0002442446693819,0.0007320097241179,overhead_line,oh_line_210_217,,1000000.0,7199.557856794634,51.83363333333335
45,46,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_217_95,CLOSED,1000000.0,7199.557856794634,51.83363333333335
46,47,0.0,0.0,0.0,0.0021826981343399,0.0,0.0,0.0,0.0,0.0,0.0016209479304972,0.0,0.0,overhead_line,oh_line_95_67,,1000000.0,7199.557856794634,51.83363333333335
47,48,0.0,0.0,0.0,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,0.0,0.0,switch,switch_67_288,CLOSED,1000000.0,7199.557856794634,51.83363333333335
45,49,7.31592440651761e-05,3.206980561761144e-05,3.206980561761144e-05,7.31592440651761e-05,3.206980561761144e-05,7.31592440651761e-05,0.0010128713607562,0.0003379578473939,0.0003379578473939,0.0010128713607562,0.0003379578473939,0.0010128713607562,overhead_line,oh_line_217_216,,1000000.0,7199.557856794634,51.83363333333335
49,50,7.220044444057293e-06,3.1649509891758e-06,3.1649509891758e-06,7.220044444057293e-06,3.1649509891758e-06,7.220044444057293e-06,9.995970207480234e-05,3.335286893107136e-05,3.335286893107136e-05,9.995970207480234e-05,3.335286893107136e-05,9.995970207480234e-05,overhead_line,oh_line_216_66,,1000000.0,7199.557856794634,51.83363333333335
50,51,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_66_287,CLOSED,1000000.0,7199.557856794634,51.83363333333335
49,52,5.366589225820907e-05,2.3524774688530007e-05,2.3524774688530007e-05,5.366589225820907e-05,2.3524774688530007e-05,5.366589225820907e-05,0.0007429908005794,0.0002479086499294,0.0002479086499294,0.0007429908005794,0.0002479086499294,0.0007429908005794,overhead_line,oh_line_216_214,,1000000.0,7199.557856794634,51.83363333333335
52,53,8.472917563938095e-06,3.714155644466015e-06,3.714155644466015e-06,8.472917563938095e-06,3.714155644466015e-06,8.472917563938095e-06,0.000117305415771,3.9140494378313726e-05,3.9140494378313726e-05,0.000117305415771,3.9140494378313726e-05,0.000117305415771,overhead_line,oh_line_214_65,,1000000.0,7199.557856794634,51.83363333333335
53,54,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_65_286,CLOSED,1000000.0,7199.557856794634,51.83363333333335
52,55,1.2170801744555816e-05,5.335145970216248e-06,5.335145970216248e-06,1.2170801744555816e-05,5.335145970216248e-06,1.2170801744555816e-05,0.0001685016935593,5.622280562363302e-05,5.622280562363302e-05,0.0001685016935593,5.622280562363302e-05,0.0001685016935593,overhead_line,oh_line_214_215,,1000000.0,7199.557856794634,51.83363333333335
55,56,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_215_86,CLOSED,1000000.0,7199.557856794634,51.83363333333335
56,57,2.994988511905133e-06,1.3128716764515657e-06,1.3128716764515657e-06,2.994988511905133e-06,1.3128716764515657e-06,2.994988511905133e-06,4.146486378126194e-05,1.3835297007050351e-05,1.3835297007050351e-05,4.146486378126194e-05,1.3835297007050351e-05,4.146486378126194e-05,overhead_line,oh_line_86_97,,1000000.0,7199.557856794634,51.83363333333335
57,58,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_97_246,CLOSED,1000000.0,7199.557856794634,51.83363333333335
58,59,5.1412606922064575e-05,1.1952310974639784e-05,1.1952310974639784e-05,5.1412606922064575e-05,1.1952310974639784e-05,5.1412606922064575e-05,3.6557411550205e-05,-6.941680080308216e-08,-6.941680080308216e-08,3.6557411550205e-05,-6.941680080308216e-08,3.6557411550205e-05,overhead_line,oh_line_246_145,,1000000.0,7199.557856794634,51.83363333333335
59,60,0.0007809578542924,8.808349559976236e-05,8.808349559976236e-05,0.0007809578542924,8.808349559976236e-05,0.0007809578542924,0.0003169531640828,-3.304666710786064e-05,-3.304666710786064e-05,0.0003169531640828,-3.304666710786064e-05,0.0003169531640828,overhead_line,oh_line_145_46,,1000000.0,7199.557856794634,51.83363333333335
60,61,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_46_320,CLOSED,1000000.0,7199.557856794634,51.83363333333335
59,62,0.0012296040423384,0.0002858561502625,0.0002858561502625,0.0012296040423384,0.0002858561502625,0.0012296040423384,0.0008743213719487,-1.660199394344341e-06,-1.660199394344341e-06,0.0008743213719487,-1.660199394344341e-06,0.0008743213719487,overhead_line,oh_line_145_143,,1000000.0,7199.557856794634,51.83363333333335
62,63,0.0011401188426328,0.0001285929227886,0.0001285929227886,0.0011401188426328,0.0001285929227886,0.0011401188426328,0.0004627193037584,-4.8244764616679495e-05,-4.8244764616679495e-05,0.0004627193037584,-4.8244764616679495e-05,0.0004627193037584,overhead_line,oh_line_143_31,,1000000.0,7199.557856794634,51.83363333333335
63,64,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_31_318,CLOSED,1000000.0,7199.557856794634,51.83363333333335
62,65,0.000270107446835,6.279409651472932e-05,6.279409651472932e-05,0.000270107446835,6.279409651472932e-05,0.000270107446835,0.0001920624081889,-3.646964422713952e-07,-3.646964422713952e-07,0.0001920624081889,-3.646964422713952e-07,0.0001920624081889,overhead_line,oh_line_143_141,,1000000.0,7199.557856794634,51.83363333333335
65,66,0.0001032797471677,1.1648824715951654e-05,1.1648824715951654e-05,0.0001032797471677,1.1648824715951654e-05,0.0001032797471677,4.1916273036478765e-05,-4.370340095663871e-06,-4.370340095663871e-06,4.1916273036478765e-05,-4.370340095663871e-06,4.1916273036478765e-05,overhead_line,oh_line_141_29,,1000000.0,7199.557856794634,51.83363333333335
66,67,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_29_316,CLOSED,1000000.0,7199.557856794634,51.83363333333335
65,68,0.000562782143573,0.0001308345869556,0.0001308345869556,0.000562782143573,0.0001308345869556,0.000562782143573,0.0004001714689724,-7.598629654233511e-07,-7.598629654233511e-07,0.0004001714689724,-7.598629654233511e-07,0.0004001714689724,overhead_line,oh_line_141_265,,1000000.0,7199.557856794634,51.83363333333335
55,69,9.063753226450192e-05,3.973152099265837e-05,3.973152099265837e-05,9.063753226450192e-05,3.973152099265837e-05,9.063753226450192e-05,0.0012548538713514,0.0004186984937941,0.0004186984937941,0.0012548538713514,0.0004186984937941,0.0012548538713514,overhead_line,oh_line_215_213,,1000000.0,7199.557856794634,51.83363333333335
69,70,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_213_94,CLOSED,1000000.0,7199.557856794634,51.83363333333335
70,71,3.895760446928719e-05,9.056794263511716e-06,9.056794263511716e-06,3.895760446928719e-05,9.056794263511716e-06,3.895760446928719e-05,2.770116640365542e-05,-5.2600177876783995e-08,-5.2600177876783995e-08,2.770116640365542e-05,-5.2600177876783995e-08,2.770116640365542e-05,overhead_line,oh_line_94_96,,1000000.0,7199.557856794634,51.83363333333335
71,72,0.0001818001696453,4.2264578532985983e-05,4.2264578532985983e-05,0.0001818001696453,4.2264578532985983e-05,0.0001818001696453,0.0001292706987547,-2.454648172454308e-07,-2.454648172454308e-07,0.0001292706987547,-2.454648172454308e-07,0.0001292706987547,overhead_line,oh_line_96_146,,1000000.0,7199.557856794634,51.83363333333335
72,73,0.0009331551859185,0.0001052496882654,0.0001052496882654,0.0009331551859185,0.0001052496882654,0.0009331551859185,0.0003787227276498,-3.948698206891407e-05,-3.948698206891407e-05,0.0003787227276498,-3.948698206891407e-05,0.0003787227276498,overhead_line,oh_line_146_33,,1000000.0,7199.557856794634,51.83363333333335
73,74,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_33_321,CLOSED,1000000.0,7199.557856794634,51.83363333333335
72,75,0.0004642911753243,0.0001079375826763,0.0001079375826763,0.0004642911753243,0.0001079375826763,0.0004642911753243,0.0003301385514488,-6.268814199789196e-07,-6.268814199789196e-07,0.0003301385514488,-6.268814199789196e-07,0.0003301385514488,overhead_line,oh_line_146_144,,1000000.0,7199.557856794634,51.83363333333335
75,76,0.0006114790968178,6.896814730508135e-05,6.896814730508135e-05,0.0006114790968178,6.896814730508135e-05,0.0006114790968178,0.0002481699024366,-2.587507897498868e-05,-2.587507897498868e-05,0.0002481699024366,-2.587507897498868e-05,0.0002481699024366,overhead_line,oh_line_144_32,,1000000.0,7199.557856794634,51.83363333333335
76,77,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_32_319,CLOSED,1000000.0,7199.557856794634,51.83363333333335
75,78,0.0016103478709038,0.0003743707950769,0.0003743707950769,0.0016103478709038,0.0003743707950769,0.0016103478709038,0.0011450528066952,-2.1742760009749136e-06,-2.1742760009749136e-06,0.0011450528066952,-2.1742760009749136e-06,0.0011450528066952,overhead_line,oh_line_144_140,,1000000.0,7199.557856794634,51.83363333333335
78,79,0.0008302457482853,0.0,0.0,0.0,0.0,0.0,0.0003119382062623,0.0,0.0,0.0,0.0,0.0,overhead_line,oh_line_140_28,,1000000.0,7199.557856794634,51.83363333333335
79,80,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,switch,switch_28_315,CLOSED,1000000.0,7199.557856794634,51.83363333333335
78,81,0.0003331504778925,7.74502277069545e-05,7.74502277069545e-05,0.0003331504778925,7.74502277069545e-05,0.0003331504778925,0.0002368897408164,-4.498165283930833e-07,-4.498165283930833e-07,0.0002368897408164,-4.498165283930833e-07,0.0002368897408164,overhead_line,oh_line_140_142,,1000000.0,7199.557856794634,51.83363333333335
81,82,0.0015615998115532,0.0001761313614729,0.0001761313614729,0.0015615998115532,0.0001761313614729,0.0015615998115532,0.0006337781207814,-6.607996685666652e-05,-6.607996685666652e-05,0.0006337781207814,-6.607996685666652e-05,0.0006337781207814,overhead_line,oh_line_142_30,,1000000.0,7199.557856794634,51.83363333333335
82,83,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_30_317,CLOSED,1000000.0,7199.557856794634,51.83363333333335
81,84,0.0012324490412186,0.0001390067583063,0.0001390067583063,0.0012324490412186,0.0001390067583063,0.0012324490412186,0.0005001916826087,-5.215176845804867e-05,-5.215176845804867e-05,0.0005001916826087,-5.215176845804867e-05,0.0005001916826087,overhead_line,oh_line_142_227,,1000000.0,7199.557856794634,51.83363333333335
84,85,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_227_84,CLOSED,1000000.0,7199.557856794634,51.83363333333335
85,86,7.051191285124977e-05,2.08092481662924e-05,2.08092481662924e-05,7.051191285124977e-05,2.08092481662924e-05,7.051191285124977e-05,0.0003120189570373,0.0001009922216761,0.0001009922216761,0.0003120189570373,0.0001009922216761,0.0003120189570373,overhead_line,oh_line_84_202,,1000000.0,7199.557856794634,51.83363333333335
86,87,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_202_82,CLOSED,1000000.0,7199.557856794634,51.83363333333335
87,88,1.0756112840972155e-05,3.174309309756114e-06,3.174309309756114e-06,1.0756112840972155e-05,3.174309309756114e-06,1.0756112840972155e-05,4.759637024024239e-05,1.5405676693248015e-05,1.5405676693248015e-05,4.759637024024239e-05,1.5405676693248015e-05,4.759637024024239e-05,overhead_line,oh_line_82_226,,1000000.0,7199.557856794634,51.83363333333335
88,89,0.0005704851518251,0.0001035221836482,0.0001035221836482,0.0005704851518251,0.0001035221836482,0.0005704851518251,0.0002470247088309,2.637527558302936e-05,2.637527558302936e-05,0.0002470247088309,2.637527558302936e-05,0.0002470247088309,overhead_line,oh_line_226_45,,1000000.0,7199.557856794634,51.83363333333335
89,90,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_45_294,CLOSED,1000000.0,7199.557856794634,51.83363333333335
86,91,0.0001125795004168,3.322409884912095e-05,3.322409884912095e-05,0.0001125795004168,3.322409884912095e-05,0.0001125795004168,0.0004981702649017,0.0001612444394504,0.0001612444394504,0.0004981702649017,0.0001612444394504,0.0004981702649017,overhead_line,oh_line_202_201,,1000000.0,7199.557856794634,51.83363333333335
91,92,3.567587507093644e-05,0.0,0.0,0.0,0.0,0.0,0.0001578676408128,0.0,0.0,0.0,0.0,0.0,overhead_line,oh_line_201_41,,1000000.0,7199.557856794634,51.83363333333335
92,93,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,switch,switch_41_280,CLOSED,1000000.0,7199.557856794634,51.83363333333335
91,94,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_201_81,CLOSED,1000000.0,7199.557856794634,51.83363333333335
