id,Pa,Qa,Pb,Qb,Pc,Qc,CapA,CapB,CapC,PgA,PgB,PgC,name,bus_type,Vln,v_ln_base,s_base
15,0.0410415046,0.0122450154,0.042901487,0.0127129086999999,0.0417281788,0.0124151064,0.0,0.0,0.0,0.0,0.0,0.0,node_296,PQ,7199.557856794634,7199.557856794634,1000000.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_191,PQ,7199.557856794634,7199.557856794634,1000000.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_40,PQ,7199.557856794634,7199.557856794634,1000000.0
18,0.0061562257,0.0018367523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_273,PQ,7199.557856794634,7199.557856794634,1000000.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_193,PQ,7199.557856794634,7199.557856794634,1000000.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_53,PQ,7199.557856794634,7199.557856794634,1000000.0
21,0.0061562257,0.0018367523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_274,PQ,7199.557856794634,7199.557856794634,1000000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_195,PQ,7199.557856794634,7199.557856794634,1000000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_55,PQ,7199.557856794634,7199.557856794634,1000000.0
24,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_276,PQ,7199.557856794634,7199.557856794634,1000000.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_256,PQ,7199.557856794634,7199.557856794634,1000000.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_197,PQ,7199.557856794634,7199.557856794634,1000000.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_56,PQ,7199.557856794634,7199.557856794634,1000000.0
28,0.0082083009,0.0024490031,0.0085802973999999,0.0025425817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_277,PQ,7199.557856794634,7199.557856794634,1000000.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_199,PQ,7199.557856794634,7199.557856794634,1000000.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_58,PQ,7199.557856794634,7199.557856794634,1000000.0
31,0.0082083009,0.0024490031,0.0085802973999999,0.0025425817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_279,PQ,7199.557856794634,7199.557856794634,1000000.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_210,PQ,7199.557856794634,7199.557856794634,1000000.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_92,PQ,7199.557856794634,7199.557856794634,1000000.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_206,PQ,7199.557856794634,7199.557856794634,1000000.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_63,PQ,7199.557856794634,7199.557856794634,1000000.0
36,0.0205207523,0.0061225077,0.0214507543,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_284,PQ,7199.557856794634,7199.557856794634,1000000.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_204,PQ,7199.557856794634,7199.557856794634,1000000.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_61,PQ,7199.557856794634,7199.557856794634,1000000.0
39,0.0205207523,0.0061225077,0.0214507543,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_282,PQ,7199.557856794634,7199.557856794634,1000000.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_203,PQ,7199.557856794634,7199.557856794634,1000000.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_59,PQ,7199.557856794634,7199.557856794634,1000000.0
42,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_281,PQ,7199.557856794634,7199.557856794634,1000000.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_60,PQ,7199.557856794634,7199.557856794634,1000000.0
44,0.0,0.0,0.0,0.0,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_289,PQ,7199.557856794634,7199.557856794634,1000000.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_217,PQ,7199.557856794634,7199.557856794634,1000000.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_95,PQ,7199.557856794634,7199.557856794634,1000000.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_67,PQ,7199.557856794634,7199.557856794634,1000000.0
48,0.0,0.0,0.0064352229999999,0.0019069363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_288,PQ,7199.557856794634,7199.557856794634,1000000.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_216,PQ,7199.557856794634,7199.557856794634,1000000.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_66,PQ,7199.557856794634,7199.557856794634,1000000.0
51,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_287,PQ,7199.557856794634,7199.557856794634,1000000.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_214,PQ,7199.557856794634,7199.557856794634,1000000.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_65,PQ,7199.557856794634,7199.557856794634,1000000.0
54,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_286,PQ,7199.557856794634,7199.557856794634,1000000.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_215,PQ,7199.557856794634,7199.557856794634,1000000.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_86,PQ,7199.557856794634,7199.557856794634,1000000.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_97,PQ,7199.557856794634,7199.557856794634,1000000.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_246,PQ,7199.557856794634,7199.557856794634,1000000.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_145,PQ,7199.557856794634,7199.557856794634,1000000.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_46,PQ,7199.557856794634,7199.557856794634,1000000.0
61,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_320,PQ,7199.557856794634,7199.557856794634,1000000.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_143,PQ,7199.557856794634,7199.557856794634,1000000.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_31,PQ,7199.557856794634,7199.557856794634,1000000.0
64,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_318,PQ,7199.557856794634,7199.557856794634,1000000.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_141,PQ,7199.557856794634,7199.557856794634,1000000.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_29,PQ,7199.557856794634,7199.557856794634,1000000.0
67,0.0,0.0,0.0,0.0,0.0041728719,0.0012415106,0.0,0.0,0.0,0.0,0.0,0.0,node_316,PQ,7199.557856794634,7199.557856794634,1000000.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_265,PQ,7199.557856794634,7199.557856794634,1000000.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_213,PQ,7199.557856794634,7199.557856794634,1000000.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_94,PQ,7199.557856794634,7199.557856794634,1000000.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_96,PQ,7199.557856794634,7199.557856794634,1000000.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_146,PQ,7199.557856794634,7199.557856794634,1000000.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_33,PQ,7199.557856794634,7199.557856794634,1000000.0
74,0.0061562257,0.0018367523,0.0064352229999999,0.0019069363,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_321,PQ,7199.557856794634,7199.557856794634,1000000.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_144,PQ,7199.557856794634,7199.557856794634,1000000.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_32,PQ,7199.557856794634,7199.557856794634,1000000.0
77,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_319,PQ,7199.557856794634,7199.557856794634,1000000.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_140,PQ,7199.557856794634,7199.557856794634,1000000.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_28,PQ,7199.557856794634,7199.557856794634,1000000.0
80,0.0102603761999999,0.0030612537999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_315,PQ,7199.557856794634,7199.557856794634,1000000.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_142,PQ,7199.557856794634,7199.557856794634,1000000.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_30,PQ,7199.557856794634,7199.557856794634,1000000.0
83,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_317,PQ,7199.557856794634,7199.557856794634,1000000.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_227,PQ,7199.557856794634,7199.557856794634,1000000.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_84,PQ,7199.557856794634,7199.557856794634,1000000.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_202,PQ,7199.557856794634,7199.557856794634,1000000.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_82,PQ,7199.557856794634,7199.557856794634,1000000.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_226,PQ,7199.557856794634,7199.557856794634,1000000.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_45,PQ,7199.557856794634,7199.557856794634,1000000.0
90,0.0410415046,0.0122450154,0.042901487,0.0127129086999999,0.0417281788,0.0124151064,0.0,0.0,0.0,0.0,0.0,0.0,node_294,PQ,7199.557856794634,7199.557856794634,1000000.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_201,PQ,7199.557856794634,7199.557856794634,1000000.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_41,PQ,7199.557856794634,7199.557856794634,1000000.0
93,0.0020520752,0.0006122508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_280,PQ,7199.557856794634,7199.557856794634,1000000.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_81,PQ,7199.557856794634,7199.557856794634,1000000.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_225,PQ,7199.557856794634,7199.557856794634,1000000.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_44,PQ,7199.557856794634,7199.557856794634,1000000.0
97,0.0410415046,0.0122450154,0.042901487,0.0127129086999999,0.0417281788,0.0124151064,0.0,0.0,0.0,0.0,0.0,0.0,node_314,PQ,7199.557856794634,7199.557856794634,1000000.0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
